child_id,physical_abuse,emotional_abuse,sexual_abuse,victimization,parent_monitoring,parent_support,parental_warmth,family_conflict,domestic_violence_exposure,school_attendance,school_grades,school_attachment,teacher_support,school_suspensions,alcohol_use,smoking_frequency,drug_use,peer_delinquency,gang_exposure,household_income,parent_education,neighborhood_disadvantage,mental_health_score,impulsivity_score,criminal_risk,is_criminal
CHD00130,5.11,4.22,1.53,1.92,2.55,4.23,4.34,8.09,9.9,2.25,8.05,3.34,1.44,0.47,8.99,6.66,7.62,9.33,3.76,91905.67,17.17,9.53,2.09,7.01,71.6,1
CHD00131,,0.62,,2.6,6.32,0.29,7.6,7.04,1.09,3.5,0.34,0.68,9.89,5.57,3.95,,10.79,3.3,5.44,,5.39,9.96,4.1,0.53,51.0,0
CHD00132,2.22,8.57,1.25,7.1,9.05,2.84,6.36,6.34,3.49,5.21,4.53,3.88,4.75,9.33,3.83,3.39,12.83,7.45,1.24,36176.03,17.22,2.98,11.66,5.07,53.0,0
CHD00133,1.2,0.13,3.48,8.62,2.39,2.97,2.42,1.39,,7.24,3.99,2.48,4.54,3.15,2.48,7.54,6.3,9.91,2.04,108983.63,10.73,,3.32,4.29,53.2,0
CHD00134,14.13,9.39,1.54,3.76,3.72,7.65,1.66,7.44,6.94,0.26,7.61,2.22,9.73,12.24,8.05,3.11,8.56,7.65,5.53,100937.99,7.97,3.58,2.38,6.56,64.6,1
CHD00135,9.43,8.63,0.86,14.18,1.28,1.18,3.96,1.93,1.23,4.87,7.63,3.47,5.77,9.9,5.71,3.9,2.54,,0.28,,18.45,3.65,,8.03,75.4,1
CHD00136,3.23,,2.07,7.32,5.68,2.4,8.54,,5.0,0.18,,1.32,6.54,3.07,9.64,7.35,7.54,3.08,0.5,78508.75,3.59,4.88,5.38,3.98,57.1,1
CHD00137,12.03,9.83,0.59,5.16,7.53,,,9.51,4.09,7.77,,7.98,,0.07,0.84,7.65,0.99,4.78,9.08,83879.21,4.14,4.33,1.86,4.79,54.3,0
CHD00138,7.03,0.54,1.99,3.99,4.73,0.72,,7.05,8.67,3.48,,4.11,8.83,6.94,0.52,7.18,8.51,8.96,9.0,36124.64,0.68,9.12,6.14,0.35,61.0,1
CHD00139,3.64,6.42,4.31,6.02,2.9,0.29,7.17,9.87,8.66,0.26,,1.98,0.06,7.46,2.98,3.22,8.73,2.62,5.83,20754.17,18.96,3.1,2.51,6.06,59.7,1
CHD00140,9.72,8.49,1.86,5.64,3.08,9.06,9.08,6.04,5.71,1.17,,5.42,4.47,5.34,3.04,4.51,8.8,8.43,0.11,141716.69,12.23,8.24,3.94,2.4,54.1,0
CHD00141,,1.27,2.57,3.2,8.39,4.55,3.76,9.69,8.52,8.37,3.29,4.06,1.63,3.3,4.05,2.2,9.81,8.88,6.87,,7.89,9.08,9.84,5.67,47.6,0
CHD00142,2.52,5.85,3.95,3.37,8.14,3.71,1.26,,4.34,,1.55,7.78,2.7,6.47,3.05,3.34,5.09,0.14,9.85,95440.85,4.59,7.71,3.4,1.05,48.0,0
CHD00143,4.97,3.94,2.58,1.99,6.75,7.05,4.32,7.87,7.72,0.34,5.71,2.52,4.68,5.54,2.48,6.61,13.16,5.26,4.5,83205.33,0.04,8.84,7.01,0.43,49.9,0
CHD00144,3.01,4.36,0.24,5.68,5.87,1.0,9.05,0.67,8.85,0.9,6.34,7.15,0.98,7.38,7.22,6.09,9.41,9.89,4.7,148912.26,10.15,4.34,2.35,8.45,47.2,0
CHD00145,2.85,9.13,1.07,9.38,,1.67,6.13,8.02,8.56,3.68,4.84,6.6,4.14,6.05,8.63,,1.33,6.86,6.94,149975.99,9.38,8.39,3.94,,61.0,1
CHD00146,0.37,5.39,4.47,3.41,8.52,4.13,2.83,7.96,2.86,9.94,8.07,9.6,5.54,3.38,1.6,7.73,4.62,4.21,1.61,143897.53,14.17,3.99,,5.17,43.3,0
CHD00147,6.1,0.93,4.01,6.72,5.88,7.63,6.74,4.63,3.06,4.6,8.72,7.54,4.03,6.91,7.96,3.36,2.99,3.09,0.87,57537.93,7.14,6.51,,8.34,42.0,0
CHD00148,5.03,9.37,3.8,8.23,8.62,5.8,6.15,5.58,2.77,9.66,2.51,2.16,7.48,4.04,1.79,5.62,0.01,6.17,4.68,67987.12,,7.81,7.4,8.04,40.4,0
CHD00149,0.51,,2.74,9.65,2.02,6.43,4.47,1.71,3.65,7.86,10.68,6.04,6.51,3.37,4.49,7.38,7.64,8.56,9.96,139367.33,0.43,1.72,7.11,2.57,50.4,0
CHD00150,2.79,8.93,1.77,8.05,6.28,1.2,0.97,5.58,12.63,4.74,,1.0,3.72,10.0,5.5,3.31,1.05,3.2,1.64,211838.65,14.55,1.7,3.75,8.7,60.8,0
CHD00151,9.08,9.71,3.47,0.96,6.82,3.42,9.31,3.76,2.36,9.82,2.42,6.92,1.73,5.98,5.87,2.63,3.93,7.76,8.33,133061.84,15.37,4.17,9.19,2.45,43.1,0
CHD00152,2.4,8.78,3.32,0.73,5.12,2.43,4.13,2.19,5.1,4.36,5.82,0.44,7.85,8.27,3.94,4.75,0.36,7.53,0.05,81365.08,13.53,9.78,8.51,3.89,52.5,0
CHD00153,1.45,6.77,3.21,7.16,0.27,2.83,6.48,6.68,3.48,3.15,4.19,6.24,,,8.84,9.48,9.11,14.89,6.42,80767.23,16.57,3.02,2.04,8.28,58.5,1
CHD00154,4.89,7.44,2.52,7.3,4.52,4.85,7.07,6.0,9.04,0.08,3.58,0.4,2.17,5.68,6.14,5.68,7.7,2.21,,125799.12,18.64,3.18,5.3,8.43,53.6,0
CHD00155,9.86,7.0,1.3,8.79,5.37,7.11,0.44,6.19,0.29,4.1,0.08,6.57,1.98,3.81,4.21,4.07,1.62,5.55,2.17,108754.24,8.81,6.44,6.82,4.86,60.2,1
CHD00156,2.42,4.61,2.18,7.89,6.12,3.71,9.17,,7.4,6.97,6.05,9.62,9.11,4.86,1.83,6.9,5.2,3.94,3.01,120474.26,20.91,7.27,0.73,1.7,43.5,0
CHD00157,6.72,2.74,2.56,5.91,3.42,3.79,2.28,9.54,5.58,0.85,7.66,9.78,2.35,1.54,4.89,9.36,8.39,4.89,7.86,134129.32,9.05,7.09,1.59,1.83,60.9,1
CHD00158,7.62,2.85,1.08,7.01,8.53,0.57,,4.74,4.08,9.51,6.43,,2.4,5.54,3.83,1.75,6.36,7.46,6.17,135327.8,3.22,0.93,14.85,0.87,41.4,0
CHD00159,2.38,7.31,1.15,6.13,5.88,6.53,3.53,3.56,1.28,6.91,5.44,0.47,5.74,6.93,9.09,5.09,0.33,6.1,,180252.28,17.5,5.59,0.84,5.47,48.9,0
CHD00160,7.28,6.26,3.96,9.02,9.39,4.22,8.28,,9.6,11.5,6.37,7.52,9.1,4.13,4.34,,3.84,8.26,7.26,40429.12,21.67,4.46,0.2,8.02,52.2,0
CHD00161,3.68,5.85,1.6,4.51,5.94,7.99,2.9,5.75,8.06,9.97,,5.27,8.02,8.77,7.31,1.09,2.53,9.75,4.51,131876.33,15.23,7.97,8.69,1.71,56.6,1
CHD00162,6.32,6.53,4.87,1.81,,4.32,4.25,0.46,3.33,2.56,0.56,6.77,9.34,7.63,3.01,5.48,2.34,5.21,8.8,49591.82,9.67,3.2,1.98,3.06,54.7,0
CHD00163,6.34,7.75,2.18,1.86,8.28,0.11,8.99,7.39,0.48,0.96,2.34,2.41,7.29,0.66,3.98,4.83,0.45,,0.3,42211.23,0.88,5.68,0.05,0.89,46.9,0
CHD00164,5.36,7.48,3.04,0.2,8.13,6.56,8.15,7.73,6.86,1.58,7.97,9.32,0.41,6.57,9.75,7.86,2.56,9.21,3.58,87460.34,13.02,5.53,4.32,4.02,52.5,0
CHD00165,0.9,1.05,2.52,8.17,4.85,9.05,2.99,0.41,6.53,1.91,1.45,3.26,9.21,1.25,8.14,0.46,5.22,0.1,13.04,246237.78,15.09,3.89,7.2,9.43,43.8,0
CHD00166,8.35,3.63,2.47,5.84,0.43,6.99,2.28,,3.09,1.75,3.9,2.75,3.93,0.48,0.69,2.12,11.62,9.01,4.39,38407.99,8.97,,0.65,0.74,51.8,0
CHD00167,3.21,2.64,4.45,,7.81,6.04,2.87,8.72,7.31,1.55,4.56,8.65,7.51,8.94,0.96,0.68,7.78,6.57,3.32,102812.68,10.0,2.14,9.72,0.59,47.5,0
CHD00168,1.87,5.38,0.47,7.43,7.25,0.15,4.64,8.82,3.91,14.56,5.97,4.87,4.91,9.28,0.19,3.8,5.14,8.16,11.53,66123.93,18.39,6.52,5.67,0.52,45.1,0
CHD00169,0.41,0.61,1.73,3.16,9.2,1.35,,4.58,4.79,8.93,6.42,6.66,3.24,9.44,5.34,9.72,0.48,1.44,8.7,26325.6,,2.89,9.71,1.61,34.3,0
CHD00170,5.91,7.62,1.43,7.29,4.28,3.99,1.64,2.95,,2.95,6.32,1.3,8.98,4.95,9.75,2.42,9.62,7.9,2.29,97588.96,15.45,4.93,6.71,6.1,57.2,1
CHD00171,6.78,1.07,1.63,8.57,6.26,0.53,2.91,4.59,9.04,9.84,1.83,8.56,4.05,5.77,1.04,0.03,0.15,2.82,7.49,113964.37,1.77,2.64,13.5,,42.5,0
CHD00172,0.17,13.39,4.56,6.16,5.85,8.51,,7.75,9.48,4.0,6.56,4.6,4.06,3.99,7.29,4.67,9.57,8.77,3.13,174146.91,8.97,1.86,3.43,3.55,57.6,1
CHD00173,5.12,7.83,0.35,9.71,4.36,6.29,9.78,5.26,6.32,8.14,6.88,6.28,7.16,8.43,7.51,6.31,1.83,2.17,1.82,23051.7,17.26,8.5,2.21,,51.6,0
CHD00174,2.26,0.52,1.42,7.34,5.68,7.95,7.29,6.17,1.5,,5.98,3.29,2.44,0.35,7.44,9.03,0.43,8.26,7.42,43566.15,3.56,8.67,7.0,4.67,41.0,0
CHD00175,6.45,6.6,3.69,4.39,4.36,9.4,1.71,2.16,5.57,,,3.32,1.82,6.07,0.33,8.7,7.56,14.67,10.54,126128.24,10.08,5.3,3.14,0.59,58.8,1
CHD00176,1.74,9.24,1.19,6.25,1.79,6.89,6.27,0.28,,7.79,3.16,8.75,4.77,1.28,4.99,2.08,2.93,5.37,4.69,,6.27,1.13,7.18,3.66,30.2,0
CHD00177,6.91,6.18,4.17,1.21,5.26,6.67,0.02,6.8,2.71,3.2,8.8,9.91,7.89,2.37,6.76,9.94,1.13,8.47,7.09,60718.55,15.23,4.31,6.95,8.71,53.7,0
CHD00178,3.87,7.13,1.65,9.13,1.57,5.97,6.08,4.53,9.33,1.37,0.86,1.12,7.23,1.26,5.15,1.42,,7.57,,34870.72,17.01,5.4,6.9,9.57,67.6,1
CHD00179,9.37,7.92,0.57,6.51,6.44,1.31,9.72,6.8,7.69,9.13,0.02,4.5,5.46,8.14,1.61,9.64,9.01,3.11,,23674.29,13.72,9.85,7.27,3.13,65.6,1
CHD00180,1.38,2.22,2.6,4.11,7.61,1.0,8.73,9.65,4.75,1.62,2.77,9.82,6.24,9.65,0.44,5.52,5.45,2.14,9.76,67945.54,8.93,9.21,1.72,7.5,54.6,0
CHD00181,3.41,5.81,2.56,8.54,1.57,9.19,6.19,0.09,4.49,1.57,2.37,1.47,8.13,1.44,7.36,0.49,2.35,2.73,1.65,51190.46,13.53,0.45,7.81,,47.2,0
CHD00182,,3.09,0.2,0.61,2.55,5.02,1.32,3.45,5.27,4.59,8.2,8.45,1.1,3.36,4.1,5.71,1.46,0.8,5.14,101859.9,4.79,0.91,7.42,7.95,35.7,0
CHD00183,9.25,2.49,3.59,5.32,2.6,3.82,0.81,5.32,9.32,5.14,7.92,0.47,6.45,1.22,3.49,9.01,6.08,6.09,2.08,63258.9,4.42,0.72,2.61,4.44,63.2,1
CHD00184,8.77,1.92,0.71,7.43,2.7,3.42,,8.67,6.33,4.22,0.72,4.38,9.33,7.5,12.09,2.19,3.32,5.77,0.85,30228.9,11.54,4.99,,7.37,60.4,1
CHD00185,13.43,5.85,,7.04,8.0,6.09,6.91,6.15,1.47,9.77,7.4,,6.28,1.45,9.65,6.8,9.4,0.75,9.63,96643.13,1.46,9.06,4.32,1.49,56.9,1
CHD00186,6.6,,2.81,0.17,3.7,2.84,1.6,7.64,4.58,3.54,10.69,9.05,0.64,4.88,2.67,4.28,,5.59,9.9,102836.02,4.89,4.55,6.24,4.34,53.7,0
CHD00187,8.17,8.76,4.45,2.26,4.35,8.95,8.78,2.7,5.07,7.75,2.52,7.52,4.3,2.91,14.36,4.3,1.71,6.57,5.66,45013.89,13.99,5.1,1.65,4.68,51.0,0
CHD00188,5.55,4.29,0.1,8.6,,5.6,3.44,5.61,9.1,3.92,2.71,6.2,4.14,7.09,8.64,6.22,1.21,0.98,8.69,115399.59,3.05,,7.05,5.71,57.6,1
CHD00189,5.3,3.73,4.11,2.6,6.91,9.68,7.11,8.78,5.48,6.17,2.82,2.81,6.26,1.68,3.22,,8.29,8.19,3.54,138713.67,17.13,0.62,3.85,7.87,39.9,0
CHD00190,2.42,6.87,3.77,4.79,2.71,0.42,9.8,5.08,0.56,0.77,2.37,0.51,9.82,8.7,9.83,2.92,12.48,0.12,7.21,64659.09,4.58,2.58,5.59,9.37,56.1,1
CHD00191,0.93,7.8,0.81,9.88,2.58,6.39,7.52,5.45,5.51,8.95,4.06,,9.81,5.21,0.27,6.2,4.42,,0.06,129418.17,13.4,6.79,8.44,0.27,54.8,0
CHD00192,8.97,2.53,1.87,5.97,0.17,8.93,1.52,3.86,7.37,2.0,2.07,4.44,,2.76,10.3,7.63,7.67,6.59,1.36,116205.93,19.56,0.05,1.18,9.8,62.6,1
CHD00193,9.0,2.97,4.53,5.57,1.24,7.17,5.3,3.68,9.06,4.95,4.76,2.26,7.4,5.61,9.26,3.83,8.69,5.23,4.41,10701.24,14.1,,9.39,1.7,56.5,1
CHD00194,6.33,5.33,0.73,5.79,6.09,2.12,3.17,5.27,,8.78,2.91,0.17,9.81,0.53,6.69,3.92,,6.0,2.54,92009.76,5.19,9.16,0.5,0.96,57.6,1
CHD00195,3.39,4.44,,1.8,10.0,4.63,2.77,7.9,3.86,2.1,0.59,5.92,6.02,5.68,0.77,5.48,1.46,4.21,7.71,67325.32,4.93,8.79,6.61,3.22,51.7,0
CHD00196,3.49,7.06,3.68,6.88,6.83,0.89,2.58,4.16,4.59,2.12,6.22,5.49,9.21,8.54,4.24,3.23,6.01,11.46,6.54,37733.89,17.84,4.61,3.39,5.01,58.7,1
CHD00197,7.26,5.04,2.35,0.23,,8.03,2.18,4.42,6.18,6.58,0.49,4.0,7.13,2.36,3.69,0.46,0.83,5.56,4.14,31659.23,15.79,0.97,9.84,10.49,36.1,0
CHD00198,8.97,1.12,1.42,3.23,9.49,6.86,8.39,7.05,7.77,9.59,12.58,9.0,9.12,0.91,7.02,7.95,5.13,6.9,7.26,104392.45,5.71,9.43,0.92,5.21,36.5,0
CHD00199,8.87,1.66,0.86,3.08,1.96,,8.57,5.65,,9.68,9.51,5.52,0.52,5.3,8.85,8.08,2.78,5.99,4.97,59956.59,1.91,9.67,5.41,7.82,40.2,0
CHD00200,7.8,9.02,3.61,11.98,5.34,1.01,8.59,7.91,4.7,8.7,5.82,4.97,0.93,11.46,1.97,2.55,2.62,2.94,9.97,142175.2,8.0,9.79,2.38,1.25,56.0,1
CHD00201,6.42,2.27,2.2,3.36,8.06,2.7,0.34,4.01,5.51,4.34,1.02,6.83,1.28,1.4,0.74,4.4,7.5,4.65,4.81,35879.05,8.9,6.9,,2.46,44.8,0
CHD00202,0.84,10.79,1.2,6.03,8.21,2.23,6.74,4.73,6.61,8.44,,5.07,0.33,9.88,5.51,0.52,7.37,8.08,2.72,97127.5,3.11,6.3,6.37,2.91,53.3,0
CHD00203,1.62,7.31,4.72,3.77,,7.31,6.72,3.2,0.18,3.78,12.21,3.33,4.96,1.12,2.54,1.3,9.93,9.47,4.21,22326.17,2.84,7.16,7.83,7.0,36.1,0
CHD00204,8.99,6.84,2.81,0.21,0.35,0.61,6.92,7.3,0.96,9.06,4.5,0.54,8.79,3.91,7.64,2.24,3.78,0.15,9.81,124910.29,5.32,7.8,7.69,,56.6,1
CHD00205,,6.0,,6.26,9.74,3.1,2.84,8.41,3.2,0.72,9.17,0.53,0.85,2.43,3.41,7.84,6.88,3.69,7.61,,14.69,3.24,10.82,1.89,52.3,0
CHD00206,0.09,5.02,3.6,3.06,2.89,0.26,1.92,6.89,8.99,2.07,7.68,3.84,7.37,0.87,4.6,,4.07,8.92,0.93,,0.77,3.36,5.71,1.1,54.8,0
CHD00207,1.01,9.7,2.48,9.98,,4.65,5.25,3.85,5.64,7.74,2.86,,11.95,9.69,6.04,,5.86,6.0,7.89,95960.4,10.86,2.41,0.23,8.14,50.4,0
CHD00208,6.64,1.2,0.05,10.08,9.98,9.47,5.07,0.33,9.05,1.02,5.03,10.92,3.66,2.03,1.21,7.68,,1.42,0.67,99130.65,23.71,3.18,7.8,7.23,32.5,0
CHD00209,0.05,5.1,4.2,4.88,8.87,6.3,7.01,0.81,5.53,0.24,5.98,5.15,4.99,5.44,9.75,7.97,7.77,3.79,1.31,,9.87,4.91,1.8,9.68,43.1,0
CHD00210,1.61,5.64,0.33,3.68,1.82,8.56,3.72,9.77,9.81,5.04,0.83,1.84,1.75,7.03,8.08,2.43,1.23,3.72,6.68,133963.5,17.98,4.17,8.78,0.24,54.2,0
CHD00211,5.49,0.22,4.95,0.7,2.44,7.17,1.13,7.84,2.06,0.93,,0.2,5.86,2.34,4.33,6.16,1.52,3.71,7.09,18575.55,16.99,6.96,7.52,,53.6,0
CHD00212,6.92,4.12,1.75,0.01,7.26,7.04,2.33,5.74,4.34,5.14,0.74,6.92,0.39,8.99,1.72,4.01,6.01,9.91,2.48,35243.59,11.2,6.22,4.5,9.68,55.4,0
CHD00213,6.52,7.83,2.62,7.99,9.45,6.76,2.08,4.67,1.44,4.62,4.13,11.43,0.08,9.72,7.31,,3.31,6.07,6.22,23146.82,12.42,1.88,5.1,4.79,50.8,0
CHD00214,2.24,4.71,,4.92,6.95,9.26,2.91,4.6,2.1,,8.27,3.71,,7.4,4.61,0.19,2.94,7.34,14.71,53928.13,14.48,6.27,9.41,10.27,38.4,0
CHD00215,7.12,8.75,1.35,3.19,2.9,2.35,7.95,9.11,3.78,0.57,2.01,4.74,9.13,1.37,1.6,2.32,3.63,7.44,3.82,62264.42,18.83,2.39,5.08,8.89,54.0,0
CHD00216,2.37,,2.31,5.7,6.04,1.68,2.86,1.94,0.81,7.16,3.74,8.72,7.2,9.39,1.13,1.64,9.39,0.84,4.35,249636.52,8.44,7.75,,7.46,49.4,0
CHD00217,3.25,7.66,3.77,3.06,0.6,4.49,2.75,4.74,5.74,5.71,5.85,0.34,3.71,3.51,7.1,2.11,7.0,0.38,1.87,107636.38,16.92,1.79,0.99,5.38,48.9,0
CHD00218,7.46,8.04,2.33,,2.4,0.7,2.37,2.2,0.24,4.16,8.67,7.98,4.26,3.4,5.85,0.43,1.67,2.14,1.36,134172.37,8.46,12.79,8.83,7.39,49.1,0
CHD00219,6.5,6.9,1.67,0.73,9.43,3.42,6.99,0.09,3.03,0.98,5.33,8.48,,2.43,0.56,3.75,0.05,8.1,7.08,15712.48,12.0,8.01,5.73,2.83,42.1,0
CHD00220,8.49,7.49,0.6,4.42,2.87,7.08,2.29,6.55,6.63,5.55,3.19,8.43,0.63,9.19,8.17,1.35,9.45,2.61,5.09,146494.35,18.4,2.85,9.69,0.21,60.8,1
CHD00221,6.58,6.95,2.57,11.19,3.54,,5.85,4.28,0.27,8.57,13.83,5.12,8.35,4.6,,2.42,4.16,5.43,4.42,,11.49,6.35,4.13,9.56,47.3,0
CHD00222,5.68,5.5,,,5.19,1.38,6.84,0.82,7.03,1.5,5.49,3.45,13.91,3.48,4.68,3.26,7.01,0.68,1.94,67357.78,11.15,6.51,5.76,7.16,42.9,0
CHD00223,0.94,5.67,1.16,7.75,3.1,6.09,5.68,0.05,1.73,3.24,6.61,1.7,8.76,4.26,0.32,3.82,3.12,12.92,0.45,146056.59,0.52,8.68,4.23,5.73,50.8,0
CHD00224,3.68,1.9,1.67,2.36,1.18,5.73,9.43,10.97,6.81,3.44,4.38,8.64,8.86,4.19,1.01,3.61,4.34,3.25,5.89,131756.62,3.42,4.88,2.37,7.77,44.7,0
CHD00225,11.52,8.27,1.49,2.29,4.56,6.24,1.12,9.61,6.5,0.84,6.47,11.61,3.69,1.92,2.6,2.65,1.45,0.42,0.53,95979.66,7.75,0.25,7.91,2.13,43.8,0
CHD00226,2.44,3.12,2.14,7.11,0.27,6.66,8.2,6.59,3.42,7.73,2.43,2.32,9.95,3.87,1.6,7.55,6.75,2.52,4.7,24869.05,16.02,,11.03,0.44,48.3,0
CHD00227,9.73,5.36,3.99,5.37,3.57,9.18,5.24,4.34,2.53,1.63,2.91,,5.22,7.9,9.47,13.93,3.86,6.03,8.08,109698.33,13.28,6.59,,1.94,69.6,0
CHD00228,3.93,2.5,1.66,4.2,2.63,0.51,2.32,2.92,9.57,9.82,8.72,1.69,7.78,1.85,0.48,0.61,8.78,3.36,3.04,30563.56,12.59,4.1,0.8,9.48,45.1,0
CHD00229,8.92,,1.36,10.04,6.28,,3.66,5.73,4.53,6.31,0.49,3.5,4.4,6.02,4.37,4.61,2.89,1.94,1.33,33844.53,1.67,6.54,9.89,4.42,55.5,0
CHD00230,6.31,9.75,4.2,4.7,1.67,13.64,,4.43,1.44,1.26,5.95,0.55,6.62,6.42,1.47,0.48,7.6,7.3,1.0,79480.96,9.21,7.94,5.76,0.84,55.3,0
CHD00231,7.95,8.02,4.06,4.08,7.02,4.1,6.62,9.28,1.3,4.95,8.47,1.45,3.93,8.91,1.68,0.03,5.78,8.66,8.21,27975.65,13.64,7.93,,2.28,57.3,1
CHD00232,5.03,,3.97,1.62,4.11,1.47,3.72,3.46,6.63,2.98,4.88,3.44,6.61,8.51,0.74,6.61,3.65,1.99,6.03,98098.12,9.23,5.06,9.35,6.24,47.9,0
CHD00233,5.77,14.56,3.71,,4.99,3.75,2.6,3.75,9.74,3.88,5.12,7.02,4.15,,3.72,4.67,3.69,2.83,7.19,247467.27,11.07,8.82,6.52,9.31,57.4,1
CHD00234,4.93,4.9,4.44,4.07,3.66,2.5,9.6,7.84,4.48,9.08,2.38,5.92,1.19,1.82,5.14,5.34,,4.49,2.8,131351.74,13.0,3.9,14.57,0.15,45.3,0
CHD00235,1.95,2.05,3.57,0.01,1.44,3.46,6.73,8.42,12.39,8.81,2.5,,8.65,4.02,5.35,2.41,3.99,3.09,8.52,148317.94,19.67,7.66,0.04,0.55,39.7,0
CHD00236,,3.48,0.85,9.69,1.31,10.73,9.78,8.63,,0.9,1.3,1.77,5.2,1.54,2.59,5.93,7.95,3.76,1.63,138358.57,2.25,5.81,0.13,7.88,58.6,1
CHD00237,2.81,4.06,0.16,4.66,1.7,6.48,3.78,8.69,3.54,9.91,,1.11,3.44,8.94,9.35,3.66,1.15,4.78,3.85,71510.45,16.29,6.28,0.0,11.23,58.8,1
CHD00238,0.24,9.45,0.91,6.23,6.39,5.66,1.6,5.46,11.86,5.85,7.28,8.43,1.85,6.25,4.78,7.34,6.56,2.16,6.61,116800.54,,0.52,7.4,5.54,43.8,0
CHD00239,6.45,4.26,1.82,,2.86,2.0,6.23,0.97,8.86,4.2,5.74,5.04,8.96,2.26,5.35,4.59,4.99,3.65,7.25,,13.89,4.6,3.98,4.2,44.9,0
CHD00240,12.18,5.86,0.26,7.84,6.19,6.85,1.76,2.13,4.47,0.95,7.95,4.89,0.07,3.71,2.19,1.11,5.44,9.53,8.05,40857.51,15.09,6.02,3.72,9.97,55.1,0
CHD00241,9.4,9.22,3.79,,2.15,6.9,2.06,7.55,8.18,4.44,4.19,1.43,6.06,3.25,8.43,9.84,0.83,5.16,6.95,31060.38,18.07,9.2,7.74,,67.3,1
CHD00242,9.54,5.18,3.21,,,4.43,1.7,8.37,9.46,2.06,7.82,9.3,3.54,2.62,,7.92,9.09,9.56,5.2,38859.62,16.2,1.63,9.4,2.16,60.8,1
CHD00243,9.15,2.51,3.59,4.24,2.47,6.25,3.46,4.85,,4.76,8.25,0.47,0.11,0.37,7.79,8.2,0.98,3.24,14.36,47583.52,3.0,2.51,5.51,4.01,46.4,0
CHD00244,3.7,3.81,0.48,4.34,8.83,1.62,11.47,12.11,3.13,6.04,9.43,5.28,3.68,3.44,3.6,4.06,3.05,4.2,8.34,132188.86,18.76,2.54,1.5,2.77,36.0,0
CHD00245,0.15,,1.64,6.28,5.9,0.7,1.84,4.45,8.4,,4.59,6.17,4.0,3.07,1.67,1.41,0.06,2.41,0.13,109011.33,15.9,8.92,,2.01,48.7,0
CHD00246,9.28,7.15,2.3,7.88,3.21,1.51,4.98,2.65,7.74,,7.66,4.89,0.16,3.75,6.52,6.0,0.47,0.97,3.24,103448.71,16.94,3.45,8.1,9.56,44.8,0
CHD00247,4.28,2.96,3.01,3.92,9.44,1.88,1.43,4.59,5.22,5.13,0.29,5.77,8.8,9.12,0.73,4.59,1.73,0.96,3.47,41713.78,13.61,9.9,,4.19,49.5,0
CHD00248,9.67,7.3,4.01,6.28,1.34,9.1,5.86,8.22,8.71,6.66,1.72,6.19,8.75,2.89,4.27,3.28,5.24,14.42,5.7,130774.09,15.57,1.89,8.46,6.08,57.6,1
CHD00249,9.64,13.79,4.88,0.65,9.64,7.29,9.09,,4.76,3.18,7.77,4.67,4.11,0.67,,3.68,4.52,8.38,8.04,64821.85,1.67,5.5,6.46,0.49,50.1,0
CHD00250,8.53,3.36,0.41,0.72,0.53,5.71,4.6,2.39,7.94,7.43,2.58,,9.66,9.06,,0.52,5.0,,5.55,15925.28,15.08,1.43,5.16,6.5,53.5,0
CHD00251,2.94,1.35,3.21,1.06,5.82,3.35,7.89,1.79,1.19,,1.37,6.96,1.35,6.15,8.36,7.5,1.9,2.67,3.25,28482.15,12.29,6.08,2.71,7.27,40.8,0
CHD00252,,6.39,0.67,2.28,,9.23,4.47,3.02,8.06,9.64,1.08,2.66,7.18,4.61,3.28,7.4,0.5,3.33,12.81,52473.85,14.4,,5.52,3.52,51.2,0
CHD00253,8.51,3.61,1.5,1.78,7.56,5.43,1.09,3.08,2.99,1.39,5.96,1.82,2.78,3.74,4.62,7.22,6.42,,1.29,251474.63,3.38,4.97,3.92,2.49,49.8,0
CHD00254,3.17,5.34,3.86,4.79,6.99,3.11,6.18,3.94,4.53,4.45,3.53,1.0,4.31,0.26,9.65,7.42,2.06,8.51,9.37,52010.52,19.33,5.57,7.51,3.55,51.9,0
CHD00255,1.69,6.34,4.97,2.67,0.28,6.29,0.9,3.77,6.15,7.17,4.02,4.7,4.59,0.38,2.22,8.0,1.91,9.63,1.23,,21.42,0.28,1.78,8.7,59.9,1
CHD00256,5.57,4.08,2.63,6.87,3.17,0.56,6.14,9.82,0.3,0.1,5.95,1.69,7.05,,4.09,5.43,3.33,3.06,3.74,145238.52,18.27,2.98,12.99,6.71,47.6,0
CHD00257,9.36,9.25,,7.8,3.1,8.88,3.99,6.63,3.92,7.72,4.55,4.81,4.37,9.49,3.47,1.78,5.49,9.18,0.58,25116.69,3.01,1.32,7.96,7.66,65.4,1
CHD00258,6.96,4.0,1.07,4.04,0.69,2.84,3.68,7.35,6.66,5.84,12.88,9.8,,4.86,3.13,8.65,4.29,6.11,5.05,85300.15,5.67,0.47,,4.19,39.3,0
CHD00259,5.7,3.07,3.91,8.85,7.61,5.28,7.63,9.58,8.81,7.73,2.58,4.0,9.18,0.94,6.78,1.7,5.78,3.26,9.39,70900.31,3.2,6.45,8.46,6.06,49.6,0
CHD00260,0.97,8.86,4.52,5.85,2.34,6.41,2.77,4.06,6.62,1.22,2.23,1.41,5.91,0.09,3.19,4.84,0.08,3.13,9.85,30264.8,0.43,5.73,9.08,2.15,61.9,1
